det(intake-3, The-1)
aux(included-4, have-3)
root(ROOT-0, included-4)
dobj(included-4, heparin-5)
punct(heparin-5, ,-6)
conj(heparin-5, warfarin-7)
punct(heparin-5, ,-8)
conj(heparin-5, beta-9)
punct(heparin-5, --10)
amod(blockers-13, adrenergic-11)
compound(blockers-13, receptor-12)
dep(heparin-5, blockers-13)
punct(blockers-13, ,-14)
compound(antagonists-17, calcium-15)
compound(antagonists-17, channel-16)
conj(blockers-13, antagonists-17)
punct(blockers-13, ,-18)
compound(inhibitors-22, angiotensin-19)
amod(inhibitors-22, converting-20)
compound(inhibitors-22, enzyme-21)
conj(blockers-13, inhibitors-22)
punct(blockers-13, ,-23)
amod(nitrates-27, intravenous-24)
cc(intravenous-24, and-25)
conj(intravenous-24, oral-26)
conj(blockers-13, nitrates-27)
punct(blockers-13, ,-28)
conj(blockers-13, ticlopidine-29)
punct(blockers-13, ,-30)
cc(blockers-13, and-31)
conj(blockers-13, aspirin-32)
punct(included-4, .-33)

nsubjpass(associated-13, Heparin-1)
punct(Heparin-1, ,-2)
amod(anticoagulants-4, other-3)
conj(Heparin-1, anticoagulants-4)
punct(Heparin-1, ,-5)
conj(Heparin-1, thrombolytics-6)
punct(Heparin-1, ,-7)
cc(Heparin-1, and-8)
amod(agents-11, anti-9)
compound(agents-11, platelet-10)
conj(Heparin-1, agents-11)
auxpass(associated-13, are-12)
root(ROOT-0, associated-13)
case(increase-16, with-14)
det(increase-16, an-15)
nmod(associated-13, increase-16)
case(bleeding-18, in-17)
nmod(increase-16, bleeding-18)
punct(associated-13, .-19)

nsubj(have-6, Patients-1)
case(titers-4, with-2)
compound(titers-4, HACA-3)
nmod(Patients-1, titers-4)
aux(have-6, may-5)
root(ROOT-0, have-6)
amod(reactions-10, allergic-7)
cc(allergic-7, or-8)
conj(allergic-7, hypersensitivity-9)
dobj(have-6, reactions-10)
advmod(treated-12, when-11)
advcl(have-6, treated-12)
case(diagnostic-15, with-13)
amod(diagnostic-15, other-14)
nmod(treated-12, diagnostic-15)
cc(diagnostic-15, or-16)
conj(diagnostic-15, therapeutic-17)
amod(antibodies-19, monoclonal-18)
dep(diagnostic-15, antibodies-19)
punct(have-6, .-20)

advcl(metabolized-16, Effects-1)
case(Drugs-4, of-2)
amod(Drugs-4, Other-3)
nmod(Effects-1, Drugs-4)
case(Aliskiren-6, on-5)
nmod(Effects-1, Aliskiren-6)
acl(Aliskiren-6, Based-7)
case(studies-12, on-8)
case(studies-12, in-9)
punct(studies-12, --10)
compound(studies-12, vitro-11)
nmod(Based-7, studies-12)
punct(metabolized-16, ,-13)
nsubjpass(metabolized-16, aliskiren-14)
auxpass(metabolized-16, is-15)
root(ROOT-0, metabolized-16)
case(3A4-19, by-17)
compound(3A4-19, CYP-18)
nmod(metabolized-16, 3A4-19)
punct(metabolized-16, .-20)

nsubj(result-28, Co-1)
punct(Co-1, --2)
dep(Co-1, administration-3)
case(lovastatin-5, of-4)
nmod(administration-3, lovastatin-5)
punct(lovastatin-5, ,-6)
conj(lovastatin-5, atenolol-7)
punct(lovastatin-5, ,-8)
conj(lovastatin-5, warfarin-9)
punct(lovastatin-5, ,-10)
conj(lovastatin-5, furosemide-11)
punct(lovastatin-5, ,-12)
conj(lovastatin-5, digoxin-13)
punct(lovastatin-5, ,-14)
conj(lovastatin-5, celecoxib-15)
punct(lovastatin-5, ,-16)
conj(lovastatin-5, hydrochlorothiazide-17)
punct(lovastatin-5, ,-18)
conj(lovastatin-5, ramipril-19)
punct(lovastatin-5, ,-20)
conj(lovastatin-5, valsartan-21)
punct(lovastatin-5, ,-22)
conj(lovastatin-5, metformin-23)
cc(lovastatin-5, and-24)
conj(lovastatin-5, amlodipine-25)
aux(result-28, did-26)
neg(result-28, not-27)
root(ROOT-0, result-28)
case(increases-32, in-29)
advmod(significant-31, clinically-30)
amod(increases-32, significant-31)
nmod(result-28, increases-32)
case(exposure-35, in-33)
amod(exposure-35, aliskiren-34)
nmod(increases-32, exposure-35)
punct(result-28, .-36)

root(ROOT-0, Co-1)
punct(Co-1, --2)
nsubj(reduced-6, administration-3)
case(irbesartan-5, of-4)
nmod(administration-3, irbesartan-5)
dep(Co-1, reduced-6)
amod(Cmax-8, aliskiren-7)
dobj(reduced-6, Cmax-8)
advmod(50-11, up-9)
dep(50-11, to-10)
nummod(%-12, 50-11)
nmod:npmod(reduced-6, %-12)
case(dosing-15, after-13)
amod(dosing-15, multiple-14)
nmod(%-12, dosing-15)
punct(Co-1, .-16)

root(ROOT-0, Co-1)
punct(Co-1, --2)
nsubj(resulted-6, administration-3)
case(atorvastatin-5, of-4)
nmod(administration-3, atorvastatin-5)
dep(Co-1, resulted-6)
case(increase-12, in-7)
amod(increase-12, about-8)
det(increase-12, a-9)
compound(%-11, 50-10)
amod(increase-12, %-11)
nmod(resulted-6, increase-12)
case(Cmax-15, in-13)
compound(Cmax-15, aliskiren-14)
nmod(increase-12, Cmax-15)
cc(Cmax-15, and-16)
conj(Cmax-15, AUC-17)
case(dosing-20, after-18)
amod(dosing-20, multiple-19)
nmod(resulted-6, dosing-20)
punct(Co-1, .-21)

root(ROOT-0, Ketoconazole-1)
punct(Ketoconazole-1, :-2)
compound(administration-5, Co-3)
punct(administration-5, --4)
dep(Ketoconazole-1, administration-5)
case(mg-8, of-6)
nummod(mg-8, 200-7)
nmod(administration-5, mg-8)
advmod(administration-5, twice-9)
punct(administration-5, --10)
amod(ketoconazole-12, daily-11)
nsubj(resulted-15, ketoconazole-12)
case(aliskiren-14, with-13)
nmod(ketoconazole-12, aliskiren-14)
dep(administration-5, resulted-15)
case(increase-21, in-16)
det(increase-21, an-17)
amod(increase-21, approximate-18)
compound(%-20, 80-19)
amod(increase-21, %-20)
nmod(resulted-15, increase-21)
case(levels-24, in-22)
compound(levels-24, plasma-23)
nmod(increase-21, levels-24)
case(aliskiren-26, of-25)
nmod(levels-24, aliskiren-26)
punct(Ketoconazole-1, .-27)

det(mg-3, A-1)
nummod(mg-3, 400-2)
root(ROOT-0, mg-3)
advmod(studied-10, once-4)
punct(studied-10, --5)
amod(dose-7, daily-6)
nsubjpass(studied-10, dose-7)
auxpass(studied-10, was-8)
neg(studied-10, not-9)
dep(mg-3, studied-10)
cc(studied-10, but-11)
aux(expected-14, would-12)
auxpass(expected-14, be-13)
conj(studied-10, expected-14)
mark(increase-16, to-15)
xcomp(expected-14, increase-16)
amod(levels-19, aliskiren-17)
compound(levels-19, blood-18)
dobj(increase-16, levels-19)
advmod(increase-16, further-20)
punct(mg-3, .-21)

nsubj(inhibit-10, Effects-1)
case(Aliskiren-3, of-2)
nmod(Effects-1, Aliskiren-3)
case(Aliskiren-7, on-4)
amod(Aliskiren-7, Other-5)
compound(Aliskiren-7, Drugs-6)
nmod(Effects-1, Aliskiren-7)
aux(inhibit-10, does-8)
neg(inhibit-10, not-9)
root(ROOT-0, inhibit-10)
det(isoenzymes-13, the-11)
compound(isoenzymes-13, CYP450-12)
dobj(inhibit-10, isoenzymes-13)
punct(CYP1A2-15, -LRB--14)
dep(isoenzymes-13, CYP1A2-15)
punct(CYP1A2-15, ,-16)
conj(CYP1A2-15, 2C8-17)
punct(CYP1A2-15, ,-18)
conj(CYP1A2-15, 2C9-19)
punct(CYP1A2-15, ,-20)
conj(CYP1A2-15, 2C19-21)
punct(CYP1A2-15, ,-22)
conj(CYP1A2-15, 2D6-23)
punct(CYP1A2-15, ,-24)
conj(CYP1A2-15, 2E1-25)
punct(CYP1A2-15, ,-26)
cc(CYP1A2-15, and-27)
compound(3A-29, CYP-28)
conj(CYP1A2-15, 3A-29)
punct(CYP1A2-15, -RRB--30)
cc(inhibit-10, or-31)
conj(inhibit-10, induce-32)
compound(3A4-34, CYP-33)
dobj(induce-32, 3A4-34)
punct(inhibit-10, .-35)

root(ROOT-0, Co-1)
punct(Co-1, --2)
nsubj(affect-9, administration-3)
case(aliskiren-5, of-4)
nmod(administration-3, aliskiren-5)
aux(affect-9, did-6)
neg(affect-9, not-7)
advmod(affect-9, significantly-8)
dep(Co-1, affect-9)
det(pharmacokinetics-11, the-10)
dobj(affect-9, pharmacokinetics-11)
case(lovastatin-13, of-12)
nmod(pharmacokinetics-11, lovastatin-13)
punct(lovastatin-13, ,-14)
conj(lovastatin-13, digoxin-15)
punct(lovastatin-13, ,-16)
conj(lovastatin-13, valsartan-17)
punct(lovastatin-13, ,-18)
conj(lovastatin-13, amlodipine-19)
punct(lovastatin-13, ,-20)
conj(lovastatin-13, metformin-21)
punct(lovastatin-13, ,-22)
conj(lovastatin-13, celecoxib-23)
punct(lovastatin-13, ,-24)
conj(lovastatin-13, atenolol-25)
punct(lovastatin-13, ,-26)
conj(lovastatin-13, atorvastatin-27)
punct(lovastatin-13, ,-28)
conj(lovastatin-13, ramipril-29)
cc(lovastatin-13, or-30)
conj(lovastatin-13, hydrochlorothiazide-31)
punct(Co-1, .-32)

root(ROOT-0, Warfarin-1)
punct(Warfarin-1, :-2)
det(effects-4, The-3)
nsubjpass(evaluated-13, effects-4)
case(aliskiren-6, of-5)
nmod(effects-4, aliskiren-6)
case(pharmacokinetics-9, on-7)
compound(pharmacokinetics-9, warfarin-8)
nmod(effects-4, pharmacokinetics-9)
aux(evaluated-13, have-10)
neg(evaluated-13, not-11)
auxpass(evaluated-13, been-12)
appos(Warfarin-1, evaluated-13)
case(trial-20, in-14)
det(trial-20, a-15)
advmod(controlled-18, well-16)
punct(controlled-18, --17)
amod(trial-20, controlled-18)
amod(trial-20, clinical-19)
nmod(evaluated-13, trial-20)
punct(Warfarin-1, .-21)

root(ROOT-0, Furosemide-1)
punct(Furosemide-1, :-2)
advmod(co-6, When-3)
nsubj(co-6, aliskiren-4)
cop(co-6, was-5)
advcl(reduced-19, co-6)
punct(co-6, --7)
acl(co-6, administered-8)
case(furosemide-10, with-9)
nmod(administered-8, furosemide-10)
punct(co-6, ,-11)
det(AUC-13, the-12)
nsubjpass(reduced-19, AUC-13)
cc(AUC-13, and-14)
conj(AUC-13, Cmax-15)
case(furosemide-17, of-16)
nmod(AUC-13, furosemide-17)
auxpass(reduced-19, were-18)
dep(Furosemide-1, reduced-19)
case(%-23, by-20)
advmod(30-22, about-21)
nummod(%-23, 30-22)
nmod(reduced-19, %-23)
cc(reduced-19, and-24)
nummod(%-26, 50-25)
conj(reduced-19, %-26)
punct(%-26, ,-27)
advmod(%-26, respectively-28)
punct(Furosemide-1, .-29)

neg(studies-5, No-1)
amod(studies-5, formal-2)
compound(studies-5, drug-3)
compound(studies-5, interaction-4)
nsubjpass(performed-10, studies-5)
case(Aranesp-7, of-6)
nmod(studies-5, Aranesp-7)
aux(performed-10, have-8)
auxpass(performed-10, been-9)
root(ROOT-0, performed-10)
punct(performed-10, .-11)

nsubj(Metabolized-2, CYP450-1)
csubj(suggest-12, Metabolized-2)
nsubj(Results-4, Drugs-3)
ccomp(Metabolized-2, Results-4)
case(vitro-7, from-5)
compound(vitro-7, in-6)
nmod(Results-4, vitro-7)
cc(vitro-7, and-8)
conj(vitro-7, in-9)
dep(in-9, vivo-10)
dep(vitro-7, studies-11)
root(ROOT-0, suggest-12)
mark(unlikely-16, that-13)
nsubj(unlikely-16, enfuvirtide-14)
cop(unlikely-16, is-15)
ccomp(suggest-12, unlikely-16)
mark(have-18, to-17)
xcomp(unlikely-16, have-18)
amod(interactions-21, significant-19)
compound(interactions-21, drug-20)
dobj(have-18, interactions-21)
case(drugs-25, with-22)
advmod(administered-24, concomitantly-23)
amod(drugs-25, administered-24)
nmod(interactions-21, drugs-25)
acl(drugs-25, metabolized-26)
case(enzymes-29, by-27)
compound(enzymes-29, CYP450-28)
nmod(metabolized-26, enzymes-29)
punct(suggest-12, .-30)

amod(Agents-2, Antiretroviral-1)
root(ROOT-0, Agents-2)
punct(Agents-2, :-3)
neg(interactions-6, No-4)
compound(interactions-6, drug-5)
nsubjpass(identified-13, interactions-6)
case(medications-10, with-7)
amod(medications-10, other-8)
amod(medications-10, antiretroviral-9)
nmod(interactions-6, medications-10)
aux(identified-13, have-11)
auxpass(identified-13, been-12)
appos(Agents-2, identified-13)
nsubj(warrant-16, that-14)
aux(warrant-16, would-15)
ccomp(identified-13, warrant-16)
dobj(warrant-16, alteration-17)
case(dose-22, of-18)
cc:preconj(dose-22, either-19)
det(dose-22, the-20)
compound(dose-22, enfuvirtide-21)
nmod(alteration-17, dose-22)
cc(dose-22, or-23)
det(dose-25, the-24)
conj(dose-22, dose-25)
case(medication-30, of-26)
det(medication-30, the-27)
amod(medication-30, other-28)
amod(medication-30, antiretroviral-29)
nmod(dose-25, medication-30)
punct(Agents-2, .-31)

amod(drugs-2, Certain-1)
nsubj(tend-3, drugs-2)
root(ROOT-0, tend-3)
mark(produce-5, to-4)
xcomp(tend-3, produce-5)
dobj(produce-5, hyperglycemia-6)
cc(tend-3, and-7)
aux(lead-9, may-8)
conj(tend-3, lead-9)
case(loss-11, to-10)
nmod(lead-9, loss-11)
case(control-15, of-12)
compound(control-15, blood-13)
compound(control-15, glucose-14)
nmod(loss-11, control-15)
punct(tend-3, .-16)

det(drugs-2, These-1)
nsubj(include-3, drugs-2)
root(ROOT-0, include-3)
det(thiazides-5, the-4)
dobj(include-3, thiazides-5)
cc(thiazides-5, and-6)
amod(diuretics-8, other-7)
conj(thiazides-5, diuretics-8)
punct(diuretics-8, ,-9)
conj(diuretics-8, corticosteroids-10)
punct(diuretics-8, ,-11)
conj(diuretics-8, phenothiazines-12)
punct(diuretics-8, ,-13)
compound(products-15, thyroid-14)
conj(diuretics-8, products-15)
punct(diuretics-8, ,-16)
conj(diuretics-8, estrogens-17)
punct(diuretics-8, ,-18)
amod(contraceptives-20, oral-19)
conj(diuretics-8, contraceptives-20)
punct(diuretics-8, ,-21)
conj(diuretics-8, phenytoin-22)
punct(diuretics-8, ,-23)
amod(acid-25, nicotinic-24)
conj(diuretics-8, acid-25)
punct(diuretics-8, ,-26)
conj(diuretics-8, sympathomimetics-27)
punct(diuretics-8, ,-28)
compound(channel-30, calcium-29)
appos(diuretics-8, channel-30)
punct(diuretics-8, --31)
compound(drugs-33, blocking-32)
dep(thiazides-5, drugs-33)
punct(thiazides-5, ,-34)
cc(thiazides-5, and-35)
conj(thiazides-5, isoniazid-36)
punct(include-3, .-37)

advmod(administered-5, When-1)
amod(drugs-3, such-2)
nsubjpass(administered-5, drugs-3)
auxpass(administered-5, are-4)
advcl(observed-17, administered-5)
case(patient-8, to-6)
det(patient-8, a-7)
nmod(administered-5, patient-8)
acl(patient-8, receiving-9)
dobj(receiving-9, Acarbose-10)
punct(observed-17, ,-11)
det(patient-13, the-12)
nsubjpass(observed-17, patient-13)
aux(observed-17, should-14)
auxpass(observed-17, be-15)
advmod(observed-17, closely-16)
root(ROOT-0, observed-17)
case(loss-19, for-18)
nmod(observed-17, loss-19)
case(control-23, of-20)
compound(control-23, blood-21)
compound(control-23, glucose-22)
nmod(loss-19, control-23)
punct(observed-17, .-24)

advmod(withdrawn-5, When-1)
amod(drugs-3, such-2)
nsubjpass(withdrawn-5, drugs-3)
auxpass(withdrawn-5, are-4)
advcl(observed-20, withdrawn-5)
case(patients-7, from-6)
nmod(withdrawn-5, patients-7)
acl(patients-7, receiving-8)
dobj(receiving-8, Acarbose-9)
case(combination-11, in-10)
nmod(receiving-8, combination-11)
case(sulfonylureas-13, with-12)
nmod(combination-11, sulfonylureas-13)
cc(sulfonylureas-13, or-14)
conj(sulfonylureas-13, insulin-15)
punct(observed-20, ,-16)
nsubjpass(observed-20, patients-17)
aux(observed-20, should-18)
auxpass(observed-20, be-19)
root(ROOT-0, observed-20)
advmod(observed-20, closely-21)
case(evidence-24, for-22)
det(evidence-24, any-23)
nmod(observed-20, evidence-24)
case(hypoglycemia-26, of-25)
nmod(evidence-24, hypoglycemia-26)
punct(observed-20, .-27)

amod(adsorbents-2, Intestinal-1)
root(ROOT-0, adsorbents-2)
punct(e-4, -LRB--3)
appos(adsorbents-2, e-4)
punct(e-4, .-5)

root(ROOT-0, g-1)
punct(g-1, .-2)

punct(charcoal-2, ,-1)
root(ROOT-0, charcoal-2)
punct(charcoal-2, -RRB--3)
cc(charcoal-2, and-4)
amod(preparations-7, digestive-5)
compound(preparations-7, enzyme-6)
conj(charcoal-2, preparations-7)
acl(preparations-7, containing-8)
compound(enzymes-12, carbohydrate-9)
punct(enzymes-12, --10)
compound(enzymes-12, splitting-11)
dobj(containing-8, enzymes-12)
punct(e-14, -LRB--13)
appos(enzymes-12, e-14)
punct(e-14, .-15)

root(ROOT-0, g-1)
punct(g-1, .-2)

punct(pancreatin-4, ,-1)
dep(pancreatin-4, amylase-2)
punct(pancreatin-4, ,-3)
dep(reduce-7, pancreatin-4)
punct(pancreatin-4, -RRB--5)
aux(reduce-7, may-6)
root(ROOT-0, reduce-7)
det(effect-9, the-8)
dobj(reduce-7, effect-9)
case(Acarbose-11, of-10)
nmod(effect-9, Acarbose-11)
cc(reduce-7, and-12)
aux(taken-16, should-13)
neg(taken-16, not-14)
auxpass(taken-16, be-15)
conj(reduce-7, taken-16)
advmod(taken-16, concomitantly-17)
punct(reduce-7, .-18)

nsubjpass(shown-4, Acarbose-1)
aux(shown-4, has-2)
auxpass(shown-4, been-3)
root(ROOT-0, shown-4)
mark(change-6, to-5)
xcomp(shown-4, change-6)
det(digoxin-9, the-7)
compound(digoxin-9, bioavailabillty-8)
dobj(change-6, digoxin-9)
advmod(co-13, when-10)
nsubj(co-13, they-11)
cop(co-13, are-12)
advcl(change-6, co-13)
punct(co-13, --14)
dep(co-13, administered-15)
punct(co-13, ,-16)
nsubj(require-19, which-17)
aux(require-19, may-18)
acl:relcl(co-13, require-19)
compound(adjustment-22, digoxin-20)
compound(adjustment-22, dose-21)
dobj(require-19, adjustment-22)
punct(shown-4, .-23)

nsubj(shown-6, Studies-1)
case(volunteers-4, in-2)
amod(volunteers-4, healthy-3)
nmod(Studies-1, volunteers-4)
aux(shown-6, have-5)
root(ROOT-0, shown-6)
mark(has-9, that-7)
nsubj(has-9, Acarbose-8)
ccomp(shown-6, has-9)
neg(effect-11, no-10)
dobj(has-9, effect-11)
case(pharmacokinetics-15, on-12)
cc:preconj(pharmacokinetics-15, either-13)
det(pharmacokinetics-15, the-14)
nmod(has-9, pharmacokinetics-15)
cc(pharmacokinetics-15, or-16)
conj(pharmacokinetics-15, pharmacodynamics-17)
case(digoxin-19, of-18)
nmod(pharmacokinetics-15, digoxin-19)
punct(digoxin-19, ,-20)
conj(digoxin-19, nifedipine-21)
punct(digoxin-19, ,-22)
conj(digoxin-19, propranolol-23)
punct(digoxin-19, ,-24)
cc(digoxin-19, or-25)
conj(digoxin-19, ranitidine-26)
punct(shown-6, .-27)

nsubj(interfere-4, Acarbose-1)
aux(interfere-4, did-2)
neg(interfere-4, not-3)
root(ROOT-0, interfere-4)
case(absorption-7, with-5)
det(absorption-7, the-6)
nmod(interfere-4, absorption-7)
cc(absorption-7, or-8)
conj(absorption-7, disposition-9)
case(glyburide-13, of-10)
det(glyburide-13, the-11)
compound(glyburide-13, sulfonylurea-12)
nmod(absorption-7, glyburide-13)
case(patients-16, in-14)
amod(patients-16, diabetic-15)
nmod(absorption-7, patients-16)
punct(interfere-4, .-17)

nsubj(affect-3, Acarbose-1)
aux(affect-3, may-2)
root(ROOT-0, affect-3)
compound(bioavailabillty-5, digoxin-4)
dobj(affect-3, bioavailabillty-5)
cc(affect-3, and-6)
aux(require-8, may-7)
conj(affect-3, require-8)
compound(adjustment-10, dose-9)
dobj(require-8, adjustment-10)
case(digoxin-12, of-11)
nmod(adjustment-10, digoxin-12)
case(%-15, by-13)
nummod(%-15, 16-14)
nmod(require-8, %-15)
punct(interval-20, -LRB--16)
compound(%-18, 90-17)
amod(interval-20, %-18)
compound(interval-20, confidence-19)
dep(%-15, interval-20)
punct(interval-20, :-21)
nummod(%-25, 8-22)
punct(%-25, --23)
nummod(%-25, 23-24)
dep(interval-20, %-25)
punct(interval-20, -RRB--26)
punct(affect-3, ,-27)
dep(affect-3, decrease-28)
dep(decrease-28, mean-29)
compound(digoxin-32, C-30)
compound(digoxin-32, max-31)
dobj(mean-29, digoxin-32)
case(%-35, by-33)
nummod(%-35, 26-34)
nmod(mean-29, %-35)
punct(interval-40, -LRB--36)
compound(%-38, 90-37)
amod(interval-40, %-38)
compound(interval-40, confidence-39)
dep(%-35, interval-40)
punct(interval-40, :-41)
nummod(%-45, 16-42)
punct(%-45, --43)
nummod(%-45, 34-44)
dep(interval-40, %-45)
punct(interval-40, -RRB--46)
cc(mean-29, and-47)
conj(mean-29, decrease-48)
amod(concentrations-51, mean-49)
compound(concentrations-51, trough-50)
dobj(decrease-48, concentrations-51)
case(digoxin-53, of-52)
nmod(concentrations-51, digoxin-53)
case(%-56, by-54)
nummod(%-56, 9-55)
nmod(decrease-48, %-56)
punct(limit-61, -LRB--57)
compound(%-59, 90-58)
amod(limit-61, %-59)
compound(limit-61, confidence-60)
dep(%-56, limit-61)
punct(limit-61, :-62)
compound(%-64, 19-63)
amod(decrease-65, %-64)
dep(limit-61, decrease-65)
dep(%-68, to-66)
compound(%-68, 2-67)
nmod(decrease-65, %-68)
dep(%-68, increase-69)
punct(limit-61, -RRB--70)
punct(affect-3, .-71)

det(amount-2, The-1)
nsubj(absorbed-5, amount-2)
case(metformin-4, of-3)
nmod(amount-2, metformin-4)
csubj(bioequivalent-10, absorbed-5)
mark(taking-7, while-6)
advcl(absorbed-5, taking-7)
dobj(taking-7, Acarbose-8)
cop(bioequivalent-10, was-9)
root(ROOT-0, bioequivalent-10)
case(amount-13, to-11)
det(amount-13, the-12)
nmod(bioequivalent-10, amount-13)
acl(amount-13, absorbed-14)
advmod(taking-16, when-15)
advcl(absorbed-14, taking-16)
dobj(taking-16, placebo-17)
punct(bioequivalent-10, ,-18)
mark(indicated-20, as-19)
advcl(bioequivalent-10, indicated-20)
case(values-25, by-21)
det(values-25, the-22)
compound(values-25, plasma-23)
compound(values-25, AUC-24)
nmod(indicated-20, values-25)
punct(bioequivalent-10, .-26)

advmod(reduced-10, However-1)
punct(reduced-10, ,-2)
det(level-6, the-3)
compound(level-6, peak-4)
compound(level-6, plasma-5)
nsubjpass(reduced-10, level-6)
case(metformin-8, of-7)
nmod(level-6, metformin-8)
auxpass(reduced-10, was-9)
root(ROOT-0, reduced-10)
case(%-14, by-11)
advmod(20-13, approximately-12)
nummod(%-14, 20-13)
nmod(reduced-10, %-14)
advmod(taking-16, when-15)
advcl(reduced-10, taking-16)
dobj(taking-16, Acarbose-17)
case(delay-22, due-18)
mwe(due-18, to-19)
det(delay-22, a-20)
amod(delay-22, slight-21)
nmod(taking-16, delay-22)
case(absorption-25, in-23)
det(absorption-25, the-24)
nmod(delay-22, absorption-25)
case(metformin-27, of-26)
nmod(absorption-25, metformin-27)
punct(reduced-10, .-28)

expl(is-2, There-1)
root(ROOT-0, is-2)
nsubj(is-2, little-3)
dep(little-3, if-4)
det(interaction-8, any-5)
advmod(significant-7, clinically-6)
amod(interaction-8, significant-7)
dep(if-4, interaction-8)
case(Acarbose-10, between-9)
nmod(interaction-8, Acarbose-10)
cc(Acarbose-10, and-11)
conj(Acarbose-10, metformin-12)
punct(is-2, .-13)

nsubj(interact-3, Bentiromide-1)
aux(interact-3, may-2)
root(ROOT-0, interact-3)
case(acetaminophen-5, with-4)
nmod(interact-3, acetaminophen-5)
punct(e-7, -LRB--6)
appos(acetaminophen-5, e-7)
punct(e-7, .-8)

root(ROOT-0, g-1)
punct(g-1, .-2)

punct(e-7, ,-1)
appos(e-7, Tylenol-2)
punct(Tylenol-2, -RRB--3)
punct(e-7, ,-4)
dep(e-7, chloramphenicol-5)
punct(e-7, -LRB--6)
root(ROOT-0, e-7)
punct(e-7, .-8)

root(ROOT-0, g-1)
punct(g-1, .-2)

punct(Chloromycetin-2, ,-1)
root(ROOT-0, Chloromycetin-2)
punct(Chloromycetin-2, -RRB--3)
punct(Chloromycetin-2, ,-4)
amod(anesthetics-6, local-5)
appos(Chloromycetin-2, anesthetics-6)
punct(e-8, -LRB--7)
appos(anesthetics-6, e-8)
punct(e-8, .-9)

root(ROOT-0, g-1)
punct(g-1, .-2)

root(ROOT-0, ,-1)
root(,-1, benzocaine-2)
cc(benzocaine-2, and-3)
conj(benzocaine-2, lidocaine-4)
punct(benzocaine-2, -RRB--5)
punct(benzocaine-2, ,-6)
compound(acid-10, para-7)
punct(acid-10, --8)
amod(acid-10, aminobenzoic-9)
root(,-6, acid-10)
punct(PABA-12, -LRB--11)
appos(acid-10, PABA-12)
punct(PABA-12, -RRB--13)
punct(acid-10, --14)
acl(acid-10, containing-15)
compound(e-18, preparations-16)
punct(e-18, -LRB--17)
dobj(containing-15, e-18)
punct(acid-10, .-19)

root(ROOT-0, g-1)
punct(g-1, .-2)

punct(e-10, ,-1)
dep(e-10, sunscreens-2)
cc(sunscreens-2, and-3)
det(multivitamins-5, some-4)
conj(sunscreens-2, multivitamins-5)
punct(sunscreens-2, -RRB--6)
punct(e-10, ,-7)
dep(e-10, procainamide-8)
punct(e-10, -LRB--9)
root(ROOT-0, e-10)
punct(e-10, .-11)

root(ROOT-0, g-1)
punct(g-1, .-2)

punct(Pronestyl-2, ,-1)
dep(results-26, Pronestyl-2)
punct(Pronestyl-2, -RRB--3)
punct(Pronestyl-2, ,-4)
conj(Pronestyl-2, sulfonamides-5)
punct(medicines-8, -LRB--6)
compound(medicines-8, sulfa-7)
appos(sulfonamides-5, medicines-8)
punct(medicines-8, -RRB--9)
punct(Pronestyl-2, ,-10)
amod(diuretics-12, thiazide-11)
nsubj(results-26, diuretics-12)
punct(use-14, -LRB--13)
nsubj(affect-23, use-14)
case(medicines-17, of-15)
det(medicines-17, these-16)
nmod(use-14, medicines-17)
case(period-21, during-18)
det(period-21, the-19)
compound(period-21, test-20)
nmod(use-14, period-21)
aux(affect-23, will-22)
acl:relcl(diuretics-12, affect-23)
det(test-25, the-24)
dobj(affect-23, test-25)
root(ROOT-0, results-26)
punct(results-26, -RRB--27)
punct(results-26, ,-28)
cc(results-26, and-29)
amod(supplements-31, pancreatic-30)
conj(results-26, supplements-31)
punct(use-33, -LRB--32)
nsubj(give-38, use-33)
case(supplements-36, of-34)
amod(supplements-36, pancreatic-35)
nmod(use-33, supplements-36)
aux(give-38, may-37)
acl:relcl(supplements-31, give-38)
amod(results-41, false-39)
compound(results-41, test-40)
dobj(give-38, results-41)
punct(supplements-31, -RRB--42)
punct(results-26, .-43)

amod(interactions-3, Known-1)
compound(interactions-3, drug-2)
nsubj(include-4, interactions-3)
root(ROOT-0, include-4)
dobj(include-4, barbiturates-5)
punct(barbiturates-5, ,-6)
conj(barbiturates-5, tranquilizers-7)
punct(barbiturates-5, ,-8)
cc(barbiturates-5, and-9)
conj(barbiturates-5, alcohol-10)
punct(include-4, .-11)

compound(HCl-2, Diphenoxylate-1)
nsubj(interact-7, HCl-2)
cc(HCl-2, and-3)
compound(sulfate-5, atropine-4)
conj(HCl-2, sulfate-5)
aux(interact-7, may-6)
csubjpass(found-20, interact-7)
case(inhibitors-10, with-8)
compound(inhibitors-10, MAO-9)
nmod(interact-7, inhibitors-10)
case(studies-12, In-11)
nmod(interact-7, studies-12)
case(rats-15, with-13)
amod(rats-15, male-14)
nmod(studies-12, rats-15)
punct(rats-15, ,-16)
compound(hydrochloride-18, diphenoxylate-17)
appos(rats-15, hydrochloride-18)
auxpass(found-20, was-19)
root(ROOT-0, found-20)
mark(inhibit-22, to-21)
xcomp(found-20, inhibit-22)
det(system-27, the-23)
amod(system-27, hepatic-24)
amod(system-27, microsomal-25)
compound(system-27, enzyme-26)
